0.01,-0.0451329816204,0
0.02,-0.0720594317725,0
0.03,-0.086809590746,0
0.04,-0.0896805760645,0
0.05,-0.0808963361178,0
0.06,-0.0611309773875,0
0.07,-0.0316132458987,0
0.08,0.00589371426438,0
0.09,0.0491716812033,0
0.1,0.0956617278147,0
0.11,0.142600229165,0
0.12,0.187166325842,0
0.13,0.226631889364,0
0.14,0.258505776873,0
0.15,0.280664919714,0
0.16,0.291465728894,0
0.17,0.289830456272,0
0.18,0.275304502994,0
0.19,0.248082166754,0
0.2,0.208999902488,0
0.21,0.159497765568,0
0.22,0.10155123939,0
0.23,0.0375770504826,0
0.24,-0.0296822194237,0
0.25,-0.0972889568278,0
0.26,-0.162250339047,0
0.27,-0.221660366925,0
0.28,-0.272837293689,0
0.29,-0.313449934884,0
0.3,-0.34162694797,0
0.31,-0.356044045574,0
0.32,-0.355985208093,0
0.33,-0.341375234285,0
0.34,-0.312782349989,0
0.35,-0.271391018702,0
0.36,-0.218946495814,0
0.37,-0.1576739753,0
0.38,-0.0901763336764,0
0.39,-0.0193154286225,0
0.4,0.051917382865,0
0.41,0.120535409397,0
0.42,0.183689234645,0
0.43,0.238791685446,0
0.44,0.283629507834,0
0.45,0.316456793503,0
0.46,0.336066114229,0
0.47,0.341834412557,0
0.48,0.333741909773,0
0.49,0.312363568305,0
0.5,0.278833924255,0
0.51,0.234787326888,0
0.52,0.182276728976,0
0.53,0.123675114764,0
0.54,0.0615643890465,0
0.55,-0.00138294991989,0
0.56,-0.0625237891567,0
0.57,-0.119360489804,0
0.58,-0.169647827002,0
0.59,-0.211486046381,0
0.6,-0.243396040819,0
0.61,-0.264373564396,0
0.62,-0.273920442863,0
0.63,-0.272051859916,0
0.64,-0.259279941707,0
0.65,-0.236574973626,0
0.66,-0.205306610988,0
0.67,-0.167168341224,0
0.68,-0.124089178925,0
0.69,-0.0781370947322,0
0.7,-0.0314189730949,0
0.71,0.0140180480458,0
0.72,0.0562791795045,0
0.73,0.0937042483009,0
0.74,0.124935952531,0
0.75,0.148971192065,0
0.76,0.165193456943,0
0.77,0.173385230447,0
0.78,0.173720371725,0
0.79,0.16673743348,0
0.8,0.153295795344,0
0.81,0.134517308475,0
0.82,0.111716812968,0
0.83,0.0863253761335,0
0.84,0.0598103847995,0
0.85,0.0335966971119,0
0.86,0.00899291807482,0
0.87,-0.0128734820371,0
0.88,-0.031109016383,0
0.89,-0.045092491787,0
0.9,-0.0544970783822,0
0.91,-0.0592953172282,0
0.92,-0.0597471569412,0
0.93,-0.0563720080052,0
0.94,-0.0499066406226,0
0.95,-0.0412514864314,0
0.96,-0.0314084992771,0
0.97,-0.0214141558037,0
0.98,-0.012271411894,0
0.99,-0.00488446459772,0
1.0,0.0,0
1.01,0.00184175537708,0
1.02,0.000343399674006,0
1.03,-0.00452795801522,0
1.04,-0.0125349889807,0
1.05,-0.023180845253,0
1.06,-0.0357358065637,0
1.07,-0.0492785373269,0
1.08,-0.0627498077143,0
1.09,-0.0750158304475,0
1.1,-0.0849378062799,0
1.11,-0.0914438861087,0
1.12,-0.0935995674924,0
1.13,-0.0906725596465,0
